@RELATION polynomial_data

@ATTRIBUTE x REAL
@ATTRIBUTE y REAL

@DATA
67.13426853707415,-2.214510825983065
86.37274549098197,-8.674701394989318
52.705410821643284,-0.025398755183733135
57.91583166332666,-0.15155093342230397
-83.96793587174349,8.212688837002581
42.28456913827657,-0.7124738249953819
98.79759519038078,-18.8751250895907
3.006012024048104,0.08244898023632419
-40.6813627254509,-0.03751554938313059
54.308617234468954,-1.9896116848512695
60.320641282565134,0.14680373305741723
-50.701402805611224,-0.026346881556845503
-62.324649298597194,1.3026982301687675
-63.12625250501002,1.9160217820131322
43.88777555110221,0.6674504982933787
35.070140280561134,-0.6657714365546917
-96.39278557114228,15.604534808027966
41.08216432865731,0.15849203255512412
-77.15430861723446,5.406045058663593
-87.5751503006012,9.772808316731581
93.98797595190382,-15.322220385535926
-91.58316633266533,12.973766915746186
-50.300601202404806,1.664104009416636
47.49498997995991,-0.6515539738050042
-17.835671342685373,0.06109261726837514
40.681362725450896,-0.8882766893476121
-62.725450901803605,1.1979017075872798
-17.434869739478955,-1.3132487168316085
-14.228456913827657,-0.3835882586767941
39.47895791583167,1.0955851245836044
-76.75350701402806,6.872679364023211
-26.653306613226448,1.0798452788959092
59.11823647294591,-2.5804967357647453
-61.523046092184366,1.6736863910888948
13.426853707414836,1.404274082600803
-74.749498997996,4.1373848816753185
-16.633266533066134,-0.992803280899233
-5.811623246492985,-0.11547385680147562
-70.34068136272545,3.839974169688123
-90.78156312625251,11.805309989570262
-35.87174348697394,0.13510408880767627
-0.6012024048096123,0.6136472711747663
13.827655310621239,-0.21995173877822047
97.59519038076152,-17.73653362276595
-100.0,19.518520833032856
85.17034068136272,-9.816580402754079
-66.33266533066131,2.6030342942611897
77.15430861723448,-5.29087002162043
-59.11823647294589,0.17274271010425646
85.97194388777555,-10.093296774865061
53.1062124248497,-0.8104058840234347
77.5551102204409,-5.256049327508869
94.38877755511024,-15.160203115921828
-39.478957915831664,0.9001657884174474
-84.76953907815631,9.087906868794652
65.93186372745492,-2.840503377272378
20.64128256513027,1.1786921074277197
82.76553106212427,-7.1572159699796805
100.0,-21.05862579961467
-2.2044088176352687,0.3986677220662582
87.1743486973948,-9.343651906816431
33.46693386773546,-0.6859029465520885
-57.51503006012024,1.9145882608798799
81.96392785571143,-7.737483921921748
92.38476953907815,-14.063281278895754
-91.98396793587175,12.199536669366553
85.57114228456913,-8.141755421523607
97.99599198396794,-17.34906881065397
48.697394789579164,-0.27327837253746895
-20.641282565130254,0.3574423237514206
21.04208416833667,0.23402839751940518
-66.73346693386773,2.8786235202412476
77.95591182364731,-5.958003137456443
